ID,term,concept,source,source_type,retrieval_date,hyperlink,definition,def_clean,source_work_title,source_book_title,source_work_url,def_ID,cluster,cluster_name
IGI_epistemology_54,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"A branch of philosophy that investigates the origin, nature, methods, and limits of human knowledge.",branch philosophy investigates origin nature methods limits human knowledge,Decision Making Under Uncertainty and Risks in the Face of Rapidly Advancing Technologies,Handbook of Research on Industrial Advancement in Scientific Knowledge,https://www.igi-global.com/book/handbook-research-industrial-advancement-scientific/203739,epistemology_48,2,Knowledge and Conceptual Foundations
IGI_epistemology_55,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,The study of how one comes to know or believe something.,study one comes know believe something,"Interrogating White Saviorism, Fragility, and Innocence in K-12 Teacher Education: An Ontology of Radical Love",Handbook of Research on Social Justice and Equity in Education,https://www.igi-global.com/book/handbook-research-social-justice-equity/279262,epistemology_49,2,Knowledge and Conceptual Foundations
IGI_epistemology_56,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"Epistemology is the study of how we are able to know what we know. As a way to study knowledge, epistemological critique challenges assumptions about truth, causal relationships, and evidence.",epistemology study able know know way study knowledge epistemological critique challenges assumptions truth causal relationships evidence,"Framing Political, Personal Expression on the Web","Encyclopedia of Information Science and Technology, Second Edition",https://www.igi-global.com/book/encyclopedia-information-science-technology-second/362,epistemology_50,2,Knowledge and Conceptual Foundations
IGI_epistemology_57,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"Actual scientific epistemology can be an opening and meeting frame with different forms of knowledge. Contemporary paradigm of science implies significant epistemological mutations. In actual scientific epistemology, it was recovered the value of sense and symbol in knowledge, developing the possibility of a dialogue between theology and science in the knowledge plan (Lemeni, 2009 AU13: The in-text citation &quot;Lemeni, 2009&quot; is not in the reference list. Please correct the citation, add the reference to the list, or delete the citation. , p. 101).",actual scientific epistemology can opening meeting frame different forms knowledge contemporary paradigm science implies significant epistemological mutations actual scientific epistemology recovered value sense symbol knowledge developing possibility dialogue theology science knowledge plan lemeni 2009 au13 text citation quot lemeni 2009 quot reference list please correct citation add reference list delete citation p 101,The Relevance of Science-Religion Courses in the Educational Field: Science and Scientism – Theology and Science,Analyzing Paradigms Used in Education and Educational Psychology,https://www.igi-global.com/book/analyzing-paradigms-used-education-educational/232760,epistemology_51,2,Knowledge and Conceptual Foundations
IGI_epistemology_59,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"The understanding of how to know what to know, e.g. the understanding of how to acquire relevant knowledge.",understanding know know e g understanding acquire relevant knowledge,Crucial Role of Indigenous Knowledge in Formal Education Systems,"Handbook of Research on Social, Cultural, and Educational Considerations of Indigenous Knowledge in Developing Countries",https://www.igi-global.com/book/handbook-research-social-cultural-educational/150440,epistemology_52,2,Knowledge and Conceptual Foundations
IGI_epistemology_6,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"This theory of knowledge is about methods, validity, and scope.",theory knowledge methods validity scope,Application of Interpretivism Theoretical Framework on the Management of University Records: Comparison of Selected Universities,Theoretical and Conceptual Frameworks in ICT Research,https://www.igi-global.com/book/theoretical-conceptual-frameworks-ict-research/280472,epistemology_53,2,Knowledge and Conceptual Foundations
IGI_epistemology_60,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"Epistemology is the nature and scope of knowledge and understanding relative to a specific idea, field, or concept.",epistemology nature scope knowledge understanding relative specific idea field concept,Managing People and Information in Complex Organizations,Handbook of Research on Public Information Technology,https://www.igi-global.com/book/handbook-research-public-information-technology/497,epistemology_54,2,Knowledge and Conceptual Foundations
IGI_epistemology_61,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"The philosophical study of the nature of knowledge, including its limits and how people know.",philosophical study nature knowledge including limits people know,Understanding the Attrition Rates of Diverse Teacher Candidates: A Study Examining the Consequences of Social Reproduction,Overcoming Current Challenges in the P-12 Teaching Profession,https://www.igi-global.com/book/overcoming-current-challenges-teaching-profession/231550,epistemology_55,2,Knowledge and Conceptual Foundations
IGI_epistemology_63,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"In a broad sense, the theory of knowledge. Deals with what knowledge is, how is it acquired, and how is it validated.",broad sense theory knowledge deals knowledge acquired validated,The Wit-Learning Methodology as a Means for Research Skills Acquisition: A Longitudinal Assessment,Revolutionizing Education in the Age of AI and Machine Learning,https://www.igi-global.com/book/revolutionizing-education-age-machine-learning/210212,epistemology_56,2,Knowledge and Conceptual Foundations
IGI_epistemology_64,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"The study of knowledge, including how knowledge is created, acquired, and validated within learning environments.",study knowledge including knowledge created acquired validated within learning environments,Confronting Bias in Early Childhood Teacher Preparation: A Journey of Reflection and Transformation,Advancing Equity and Inclusion in Early Childhood Education,https://www.igi-global.com/book/advancing-equity-inclusion-early-childhood/325347,epistemology_57,2,Knowledge and Conceptual Foundations
IGI_epistemology_65,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,A personal way of knowing; an understanding of the nature of knowledge and which knowledge is of the most worth.,personal way knowing understanding nature knowledge knowledge worth,A Journeyman Professor's Experience of Precarity and Meaningful Work,Handbook of Research on Dissecting and Dismantling Occupational Stress in Modern Organizations,https://www.igi-global.com/book/handbook-research-dissecting-dismantling-occupational/302233,epistemology_58,2,Knowledge and Conceptual Foundations
IGI_epistemology_66,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,A branch of philosophy which describes what knowledge is and how or if it can be known.,branch philosophy describes knowledge can known,Qualitative and Quantitative Methods as Complementary Assessment Tools,"Handbook of Research on Assessment Technologies, Methods, and Applications in Higher Education",https://www.igi-global.com/book/handbook-research-assessment-technologies-methods/444,epistemology_59,2,Knowledge and Conceptual Foundations
IGI_epistemology_67,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,The study of what is accepted as knowledge and the process of knowing.,study accepted knowledge process knowing,The Socratic Guide on My Side: The Epistemic Function of Learning and Our Need for Guides,Self-Directed Learning and the Academic Evolution From Pedagogy to Andragogy,https://www.igi-global.com/book/self-directed-learning-academic-evolution/264894,epistemology_60,2,Knowledge and Conceptual Foundations
IGI_epistemology_68,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,A study of what exists.,study exists,The Ontology of Randomness,"Encyclopedia of Information Science and Technology, Fourth Edition",https://www.igi-global.com/book/encyclopedia-information-science-technology-fourth/173015,epistemology_61,2,Knowledge and Conceptual Foundations
IGI_epistemology_69,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,A fundamental viewpoint that people hold to explain how knowledge is generated.,fundamental viewpoint people hold explain knowledge generated,Using Grounded Theory to Develop a Framework for an Information Society in Southern Africa,Handbook of Research on Connecting Research Methods for Information Science Research,https://www.igi-global.com/book/handbook-research-connecting-research-methods/233142,epistemology_62,2,Knowledge and Conceptual Foundations
IGI_epistemology_8,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,"The nature, basis and theory of the origins of knowledge. Epistemology relates to what constitutes valid knowledge and how it can be obtained.",nature basis theory origins knowledge epistemology relates constitutes valid knowledge can obtained,"Multiple Voices, Multiple Paths: Towards Dialogue between Western and Indigenous Medical Knowledge Systems",Handbook of Research on Theoretical Perspectives on Indigenous Knowledge Systems in Developing Countries,https://www.igi-global.com/book/handbook-research-theoretical-perspectives-indigenous/150439,epistemology_63,2,Knowledge and Conceptual Foundations
IGI_epistemology_9,Epistemology,Epistemology,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/epistemology/10118,Part of the philosophy that studies the construction and validation of scientific knowledge.,part philosophy studies construction validation scientific knowledge,Argumentation Schema to Analyze High School Students' Scientific Reasoning,Handbook of Research on Driving STEM Learning With Educational Technologies,https://www.igi-global.com/book/handbook-research-driving-stem-learning/171020,epistemology_64,2,Knowledge and Conceptual Foundations
WIKT_epistemology_1,Epistemology,Epistemology,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/epistemology,"The branch of philosophy dealing with the study of knowledge; the theory of knowledge, asking such questions as ""What is knowledge?"", ""How is knowledge acquired?"", ""What do people know?"", ""How do we know what we know?"", ""How do we know it is true?"", and so on.",branch philosophy dealing study knowledge theory knowledge asking questions knowledge knowledge acquired people know know know know true,NA,NA,NA,epistemology_65,2,Knowledge and Conceptual Foundations
WIKT_epistemology_2,Epistemology,Epistemology,Wiktionary,wiktionary_api,2026-01-21,https://en.wiktionary.org/wiki/epistemology,"A particular instance, version, or school thereof; a particular theory of knowledge.",particular instance version school thereof particular theory knowledge,NA,NA,NA,epistemology_66,2,Knowledge and Conceptual Foundations
FORRT_equity,Equity,Equity,FORRT,forrt_github,2026-01-21,https://forrt.org/glossary/equity,"Different individuals have different starting positions (cf. “opportunity gaps”) and needs. Whereas equal treatment focuses on treating all individuals *equally*, equitable treatment aims to level the playing field by actively increasing opportunities for under-represented minorities. Equitable treatment aims to attain equality through “fairness”: taking into account different needs for support for different individuals, instead of focusing merely on the needs of the majority.",different individuals different starting positions cf opportunity gaps needs whereas equal treatment focuses treating individuals equally equitable treatment aims level playing field actively increasing opportunities represented minorities equitable treatment aims attain equality fairness taking account different needs support different individuals instead focusing merely needs majority,NA,NA,NA,equity_1,1,"Equity, Diversity, and Inclusion"
IGI_equity_1,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"The normative ethical principle associated with the idea of justice; this concept is about meeting the needs and interests of people who are different, especially those who are disadvantaged.",normative ethical principle associated idea justice concept meeting needs interests people different especially disadvantaged,The Digital Environment: Contributions and Challenges for the Children's Participation From a Perspective of Equity,Exploring Educational Equity at the Intersection of Policy and Practice,https://www.igi-global.com/book/exploring-educational-equity-intersection-policy/329218,equity_2,1,"Equity, Diversity, and Inclusion"
IGI_equity_10,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"A means of corrective justice that seeks to identify the remnants of oppression within institutional norms and implement transformative efforts to reconstruct institutional structures, policies, and practices.",means corrective justice seeks identify remnants oppression within institutional norms implement transformative efforts reconstruct institutional structures policies practices,A Culture of Care: A Critical Component of Equity in Action,Achieving Equity in Higher Education Using Empathy as a Guiding Principle,https://www.igi-global.com/book/achieving-equity-higher-education-using/281240,equity_3,1,"Equity, Diversity, and Inclusion"
IGI_equity_100,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,It refers to the recognition that different people have different needs and require different resources to participate fully and equally.,refers recognition different people different needs require different resources participate fully equally,Re-Examining Online Learning Practices Now and Beyond,Designing Equitable and Accessible Online Learning Environments,https://www.igi-global.com/book/designing-equitable-accessible-online-learning/321653,equity_4,1,"Equity, Diversity, and Inclusion"
IGI_equity_101,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,Fair practices and policies that allow all students to have an opportunity at success.,fair practices policies allow students opportunity success,Supporting Diversity and Inclusiveness Amid a Changing Academic Landscape,Handbook of Research on Updating and Innovating Health Professions Education: Post-Pandemic Perspectives,https://www.igi-global.com/book/handbook-research-updating-innovating-health/264884,equity_5,1,"Equity, Diversity, and Inclusion"
IGI_equity_102,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,Defined by UNEP to include intergenerational equity - “the right of future generations to enjoy a fair level of the common patrimony” - and intragenerational equity - “the right of all people within the current generation to fair access to the current generation’s entitlement to the Earth’s natural resources” - environmental equity considers the present generation under an obligation to account for long-term impacts of activities and to act to sustain the global environment and resource base for future generations.,defined unep include intergenerational equity right future generations enjoy fair level common patrimony intragenerational equity right people within current generation fair access current generation s entitlement earth s natural resources environmental equity considers present generation obligation account long term impacts activities act sustain global environment resource base future generations,Systems of Environmental Protection Responsibility,Pragmatic Legal and Policy Implications of Environmental Lawmaking,https://www.igi-global.com/book/pragmatic-legal-policy-implications-environmental/288420,equity_6,1,"Equity, Diversity, and Inclusion"
IGI_equity_103,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,The level and process of achieving fairness in educational access in such that all students can succeed.,level process achieving fairness educational access students can succeed,Changing Gears in the Assessment Cycle: Preparing for Gradual yet Substantial Shifts,Handbook of Research on Policies and Practices for Assessing Inclusive Teaching and Learning,https://www.igi-global.com/book/handbook-research-policies-practices-assessing/271719,equity_7,1,"Equity, Diversity, and Inclusion"
IGI_equity_104,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,Ensuring that all individuals have the resources they need to fully contribute to American society.,ensuring individuals resources need fully contribute american society,Overcoming Systemic Racism in Health Professions Advising,"Handbook of Research on Developing Competencies for Pre-Health Professional Students, Advisors, and Programs",https://www.igi-global.com/book/handbook-research-developing-competencies-pre/298682,equity_8,1,"Equity, Diversity, and Inclusion"
IGI_equity_105,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"The quality of providing resources as needed, such that those who are most in need receive the most (rather than the least).",quality providing resources needed need receive rather least,Amplifying Student and Community Voices: The Case for a Stakeholder-Engaged Equity Audit,"Handbook of Research on Race, Culture, and Student Achievement",https://www.igi-global.com/book/handbook-research-race-culture-student/297022,equity_9,1,"Equity, Diversity, and Inclusion"
IGI_equity_106,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Treatment of individual people or groups by providing support and/or resources needed to succeed, which may look different for each individual or group.",treatment individual people groups providing support resources needed succeed may look different individual group,Reflecting on Race and Health Outcomes: Through the Eyes of a Pre-Health Professional Student,"Handbook of Research on Developing Competencies for Pre-Health Professional Students, Advisors, and Programs",https://www.igi-global.com/book/handbook-research-developing-competencies-pre/298682,equity_10,1,"Equity, Diversity, and Inclusion"
IGI_equity_107,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,The condition that exists when everyone in a given situation is afforded what they need to succeed.,condition exists everyone given situation afforded need succeed,Pressin' On: Leadership From the Black Female Imposter's Perspective,Black Women’s Formal and Informal Ways of Leadership: Actualizing the Vision of a More Equitable Workplace,https://www.igi-global.com/book/black-women-formal-informal-ways/286671,equity_11,1,"Equity, Diversity, and Inclusion"
IGI_equity_108,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,It involves fairness in teaching and learning practices to promote learning opportunities and positive outcomes to all students irrespective of their backgrounds.,involves fairness teaching learning practices promote learning opportunities positive outcomes students irrespective backgrounds,Equity Pedagogies for Inclusive Online Classrooms in Higher Education,Handbook of Research on Future of Work and Education: Implications for Curriculum Delivery and Work Design,https://www.igi-global.com/book/handbook-research-future-work-education/268832,equity_12,1,"Equity, Diversity, and Inclusion"
IGI_equity_109,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"As a concept, equity refers to fairness and justice in a variety of contexts, including law, finance, and social systems. In an organizational context, a fundamental principle of equity is ensuring leaders treat their subordinates fairly, regardless of background or circumstances. In organizations, equity might be reflected in a firm's compensation structure that promotes equitable pay.",concept equity refers fairness justice variety contexts including law finance social systems organizational context fundamental principle equity ensuring leaders treat subordinates fairly regardless background circumstances organizations equity might reflected firm s compensation structure promotes equitable pay,Adopting Effective Leadership Strategies for Managing Diversity,Leadership Strategies for Effective Diversity Management,https://www.igi-global.com/book/leadership-strategies-effective-diversity-management/326062,equity_13,1,"Equity, Diversity, and Inclusion"
IGI_equity_11,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Ensures that individuals are provided the resources they need to have access to the same opportunities, as the general population. While equity represents impartiality, i.e., the distribution is made in such a way to even opportunities for all the people. Conversely equality indicates uniformity, where everything is evenly distributed among people (The University of Washington Equity, Diversity, and Inclusion Glossary of Terms, 2019).",ensures individuals provided resources need access opportunities general population equity represents impartiality e distribution made way even opportunities people conversely equality indicates uniformity everything evenly distributed among people university washington equity diversity inclusion glossary terms 2019,Mentorship of Pre-Health Professional Students,"Handbook of Research on Developing Competencies for Pre-Health Professional Students, Advisors, and Programs",https://www.igi-global.com/book/handbook-research-developing-competencies-pre/298682,equity_14,1,"Equity, Diversity, and Inclusion"
IGI_equity_110,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Refers to fairness and justice and is distinguished from equality. Equality means providing the same to all, equity recognizes that because not everyone is on the same level and in the same place, adequate acknowledgment must be made to properly adjust the imbalances.",refers fairness justice distinguished equality equality means providing equity recognizes everyone level place adequate acknowledgment must made properly adjust imbalances,Listening and Advocacy Importance in Inclusive Education,Infrastructure Development Strategies for Empowerment and Inclusion,https://www.igi-global.com/book/infrastructure-development-strategies-empowerment-inclusion/334228,equity_15,1,"Equity, Diversity, and Inclusion"
IGI_equity_111,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,To be fair and equal.,fair equal,The Power of Technology in K-12 Education,Preparing Faculty for Technology Dependency in the Post-COVID-19 Era,https://www.igi-global.com/book/preparing-faculty-technology-dependency-post/276511,equity_16,1,"Equity, Diversity, and Inclusion"
IGI_equity_113,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"The provision of personalized resources needed for all individuals to reach common goals. In other words, the goals and expectations are the same for all students, but the supports needed to achieve those goals depends on the students’ needs.",provision personalized resources needed individuals reach common goals words goals expectations students supports needed achieve goals depends students needs,Empathy-MInded Practice in Higher Education: The LGBTQ+ Experience,Achieving Equity in Higher Education Using Empathy as a Guiding Principle,https://www.igi-global.com/book/achieving-equity-higher-education-using/281240,equity_17,1,"Equity, Diversity, and Inclusion"
IGI_equity_114,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,This means success for all students. It is not about equal treatment but equal results. Equity begins with a personal commitment to serve all.,means success students equal treatment equal results equity begins personal commitment serve,PBIS in Schools: A Proactive Approach to Creating an Equitable School Culture,Strategies and Methods for Implementing Trauma-Informed Pedagogy,https://www.igi-global.com/book/strategies-methods-implementing-trauma-informed/264148,equity_18,1,"Equity, Diversity, and Inclusion"
IGI_equity_116,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Considered justness and fairness when collaborating with diverse learner backgrounds, resources, and privileges.",considered justness fairness collaborating diverse learner backgrounds resources privileges,"Interdisciplinary Agriculture, Food, and Natural Resources With Next Generation Science Standards",Emerging Research in Agricultural Teacher Education,https://www.igi-global.com/book/emerging-research-agricultural-teacher-education/333997,equity_19,1,"Equity, Diversity, and Inclusion"
IGI_equity_117,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Providing equal treatment for all participants, regardless of who they are.",providing equal treatment participants regardless,Using Peer Feedback to Motivate Teamwork in an Online Learning Environment,Handbook of Research on Creating Motivational Online Environments for Students,https://www.igi-global.com/book/handbook-research-creating-motivational-online/290338,equity_20,1,"Equity, Diversity, and Inclusion"
IGI_equity_118,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Meeting a disabled student’s specific needs in a fair, equitable fashion that is on par with treatment of nondisabled students.",meeting disabled student s specific needs fair equitable fashion par treatment nondisabled students,Creative Empathy: The Importance of Support Systems and Advocacy,Advising Preservice Teachers Through Narratives From Students With Disabilities,https://www.igi-global.com/book/advising-preservice-teachers-through-narratives/262682,equity_21,1,"Equity, Diversity, and Inclusion"
IGI_equity_119,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Involves achieving fairness and justice for all; equity is not the same for all, but recognizes the need for adjustments to reduce barriers and achieve balance.",involves achieving fairness justice equity recognizes need adjustments reduce barriers achieve balance,Creating an International Collaboratory for Leadership in Universally Designed Education: INCLUDE as a Global Community of Practice,Building Inclusive Education in K-12 Classrooms and Higher Education: Theories and Principles,https://www.igi-global.com/book/building-inclusive-education-classrooms-higher/307144,equity_22,1,"Equity, Diversity, and Inclusion"
IGI_equity_120,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Similar in thinking to equality, however instead of providing equal education, equity focuses on determining fairness and providing additional supports to offer a just opportunity for all students.",similar thinking equality however instead providing equal education equity focuses determining fairness providing additional supports offer just opportunity students,Integrating Media Literacy Into Mathematics: A Possible Solution to Inequity in Mathematics Instruction,Handbook of Research on Media Literacy Research and Applications Across Disciplines,https://www.igi-global.com/book/handbook-research-media-literacy-research/219783,equity_23,1,"Equity, Diversity, and Inclusion"
IGI_equity_121,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"To provide equitable treatment, equal opportunities, and fair access to information and resources.",provide equitable treatment equal opportunities fair access information resources,Measures of Education and Training to Support the Long-Term Skills of Teachers After the COVID-19 Crisis: It Is Imperative to Leave No Student With Special Needs Behind,Rethinking Inclusion and Transformation in Special Education,https://www.igi-global.com/book/rethinking-inclusion-transformation-special-education/291549,equity_24,1,"Equity, Diversity, and Inclusion"
IGI_equity_122,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Embracing authentic empowerment of difference in educational designs that meet the needs of students and families from racial, ethnicity, and linguistical backgrounds.",embracing authentic empowerment difference educational designs meet needs students families racial ethnicity linguistical backgrounds,"Marginalized Communities, Curriculum, Children (MC3)",Emerging Strategies for Public Education Reform,https://www.igi-global.com/book/emerging-strategies-public-education-reform/251162,equity_25,1,"Equity, Diversity, and Inclusion"
IGI_equity_124,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"The principles of fairness and justice in allocating resources, opportunities, treatment, and success for all students, promoting the possibility of equality of results for every student.",principles fairness justice allocating resources opportunities treatment success students promoting possibility equality results every student,Working With Immigrant Children and Families: Preparing Early Childhood Education Leadership for Culturally Responsive Teaching,Professional and Ethical Consideration for Early Childhood Leaders,https://www.igi-global.com/book/professional-ethical-consideration-early-childhood/244673,equity_26,1,"Equity, Diversity, and Inclusion"
IGI_equity_126,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,This is fairness; the quality of impartiality.,fairness quality impartiality,Unveiling the Significance of Transformative Social and Emotional Learning: Empowering Agents of Social Transformation,Supporting Activist Practices in Education,https://www.igi-global.com/book/supporting-activist-practices-education/323185,equity_27,1,"Equity, Diversity, and Inclusion"
IGI_equity_127,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,The value that drives the reduction of avoidable inequalities between people in society.,value drives reduction avoidable inequalities people society,Beyond Tools and Procedures: The Role of AI Fairness in Responsible Business Discourse,Applied Ethics in a Digital World,https://www.igi-global.com/book/applied-ethics-digital-world/270860,equity_28,1,"Equity, Diversity, and Inclusion"
IGI_equity_128,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,Being equal and fair.,equal fair,You Can't Be What You Can't See: How the Irish Education System Is Supporting Irish Travellers to Participate in ITE Programmes,Education as the Driving Force of Equity for the Marginalized,https://www.igi-global.com/book/education-driving-force-equity-marginalized/267229,equity_29,1,"Equity, Diversity, and Inclusion"
IGI_equity_129,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Equity is a particular body of law developed in the English Court of Chancery. It is not a synonym for ‘general fairness’ or ‘natural justice.’ It exists in domestic law, both in civil law and in common law systems, and in international law. The tradition of equity begins in antiquity with the writings of Aristotle, epieikeia, and with Roman law, aequitas. Later, in civil law systems, equity was integrated into the legal rules, while in common law systems, it became an independent body of law.",equity particular body law developed english court chancery synonym general fairness natural justice exists domestic law civil law common law systems international law tradition equity begins antiquity writings aristotle epieikeia roman law aequitas later civil law systems equity integrated legal rules common law systems became independent body law,"Criminal Policy, Security, and Justice in the Time of COVID-19",COVID-19 Pandemic Impact on New Economy Development and Societal Change,https://www.igi-global.com/book/covid-pandemic-impact-new-economy/283956,equity_30,1,"Equity, Diversity, and Inclusion"
IGI_equity_13,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,Defined by UNEP to include intergenerational equity—“the right of future generations to enjoy a fair level of the common patrimony”—and intragenerational equity—“the right of all people within the current generation to fair access to the current generation’s entitlement to the Earth’s natural resources”—environmental equity considers the present generation under an obligation to account for long-term impacts of activities and to act to sustain the global environment and resource base for future generations. Pollution control and resource management laws may be assessed against this principle.,defined unep include intergenerational equity right future generations enjoy fair level common patrimony intragenerational equity right people within current generation fair access current generation s entitlement earth s natural resources environmental equity considers present generation obligation account long term impacts activities act sustain global environment resource base future generations pollution control resource management laws may assessed principle,Environmental Law and Non-Governmental Organizations,Innovations in Environmental Legislation and Justice: Environmental and Water-Energy-Food Nexus Laws,https://www.igi-global.com/book/innovations-environmental-legislation-justice/306582,equity_31,1,"Equity, Diversity, and Inclusion"
IGI_equity_131,Equity,Equity,IGI InfoSci-Dictionary,publisher_dictionary,2026-03-30,https://www.igi-global.com/dictionary/equity/10151,"Achieved when all groups of people have access to programs, services, and opportunities regardless of background.",achieved groups people access programs services opportunities regardless background,Biography-Driven Instruction: Disrupting Monocultural Pedagogy for Emergent Bilingual Learners,Handbook of Research on Social Justice and Equity in Education,https://www.igi-global.com/book/handbook-research-social-justice-equity/279262,equity_32,1,"Equity, Diversity, and Inclusion"
